id,norm_tab,num_rows,num_columns,total_cells,columns,num_column_items,total_column_cells
nu-228,"[['band', 'disc_song', 'released', 'image', 'disc_description', 'disk_size', 'shape', 'additional_info'], ['barnes & barnes', ""fish heads: barnes & barnes' greatest hits"", '1982', '', 'shaped as a fish head', '12""', 'fish head', ''], ['broken english', 'comin on strong', '1987', '', 'shaped as the 3 band members wearing ghostbusters outfits holding guitars.', '', 'band members wearing ghostbusters outfits holding guitars', ''], ['devo', 'beautiful world b/w nu-tra', '1981', '', 'shaped like an astronaut head', '', 'astronaut head', ''], ['gangrene', 'sawblade ep', '2010', '', 'in the shape of a circular sawblade.', '', 'circular sawblade', ''], ['gary numan', 'warriors', '1983', '', 'shaped like a jet fighter.', '7""', 'jet fighter', ''], ['gary numan', 'berserker', '1984', '', ""shaped like numan's head."", '7""', ""numan's head"", ''], [""guns n' roses"", ""sweet child o' mine"", '1988', '', 'shape of the classic logo of the cross and skulls of the five band members', '7""', 'classic logo of the cross and skulls of the five band members', ''], [""guns n' roses"", 'paradise city', '1989', '', 'shape of a colt ""peacemaker""', '7""', 'colt ""peacemaker""', ''], [""guns n' roses"", 'nightrain', '1989', '', 'shape of a suitcase', '7""', 'suitcase', ''], ['joe strummer', 'love kills', '', 'a gun', 'shaped like a gun', '7""', 'gun', ''], ['killing joke', 'loose cannon', '2003', '', 'shaped yellow evil clown head image from the eponymous 2003 album sleeve', '', 'yellow evil clown head image', 'eponymous 2003 album sleeve'], ['kiss', 'lick it up', '1983', '', 'shaped like an armored tank', '', 'armored tank', ''], ['less than jake', 'cheese', '1998', '', 'shaped like a piece of swiss cheese. 1000 pressed in yellow. 500 pressed in green (""moldy version"").', '7""', 'swiss cheese', '1000 pressed in yellow. 500 pressed in green (""moldy version"")'], ['men without hats', 'the safety dance', '1982', '', 'oddly shaped picture disc of a man and a woman dancing', '', 'man and a woman dancing', ''], ['men without hats', 'i got the message', '1983', '', '', '', '', ''], ['monster magnet', 'dopes to infinity', '1995', '', ""shaped like the lead singer dave wyndorf's head."", '12""', ""dave wyndorf's head"", ''], ['monster magnet', 'negasonic teenage warhead', '', '', 'shaped like a mushroom cloud', '12""', 'mushroom cloud', ''], ['omd', 'la femme accident', '1985', '', '', '', '', ''], ['red box', 'lean on me b/w stinging bee', '1985', '', 'hexagonal red vinyl. looks like a red box in 2d; flipside is a band photo.', '7""', 'hexagonal red vinyl', 'looks like a red box in 2d; flipside is a band photo'], ['saxon', 'back on the streets again', '', '', 'shaped as an apple (as is printed on one side of the disk).', '7""', 'apple', 'as is printed on one side of the disk'], ['tangerine dream', 'warsaw in the sun', '1984', '', 'the record is in the shape of poland and has several images including lech wałęsa and pope john paul ii.', '7""', 'poland', 'several images including lech wałęsa and pope john paul ii'], ['the coconuts (side project of kid creole and the coconuts)', 'did you have to love me like you did', '1983', '', 'in the shape of a coconut.', '7""', 'coconut', ''], ['the fat boys', 'wipe out', '', '', 'shaped like a hamburger', '7""', 'hamburger', ''], ['the enemy', ""you're not alone"", '2007', '', 'square shaped. has the single cover art on the a-side and a black and white picture of the band on the b-side with track listing.', '7""', 'square', 'single cover art on the a-side and a black and white picture of the band on the b-side with track listing'], ['the mars volta', 'mr. muggs', '2008', '', 'in the shape of a clear planchette.', '7""', 'clear planchette', ''], ['u2', 'the unforgettable fire (single)', '1985', 'u2', 'shaped as letter & number ""u2"" with various pictures of the band from the period.', '7""', 'letter & number ""u2""', 'various pictures of the band from the period'], ['yeah yeah yeahs', 'cheated hearts', '2006', '', 'heart shaped.', '7""', 'heart', '']]",27,8,216," ['disc_description', 'disk_size']",2,54
nu-231,"[['time', 'time1', 'time2', 'event', 'gold_country', 'gold_name', 'silver_country', 'silver_name', 'bronze_country', 'bronze_name'], ['39.998', '40.472', '40.670', 'k–1 200 m', 'NZL', 'lisa carrington', 'POL', 'marta walczykiewicz', 'UKR', 'inna osypenko-radomska'], ['1:47.066', '1:47.396', '1:48.668', 'k–1 500 m', 'GER', 'nicole reinhardt', 'HUN', 'danuta kozák', 'UKR', 'inna osypenko-radomska'], ['4:11.388', '4:13.470', '4:14.124', 'k–1 1000 m', 'HUN', 'tamara csipes', 'USA', 'krisztina fazekas zur', 'AUS', 'naomi flood'], ['22:19.816', '22:26.572', '22:37.294', 'k–1 5000 m', 'HUN', 'tamara csipes', 'GBR', 'lani belcher', 'BLR', 'maryna paltaran'], ['37.667', '38.165', '38.369', 'k–2 200 m', 'HUN', 'katalin kovács, danuta kozák', 'POL', 'karolina naja, magdalena krukowska', 'AUS', 'joanne brigden-jones, hannah davis'], ['1:37.071 wb', '1:37.275', '1:37.803', 'k–2 500 m', 'AUT', 'yvonne schuring, viktoria schwarz', 'GER', 'franziska weber, tina dietze', 'POL', 'beata mikołajczyk, aneta konieczna'], ['3:50.614', '3:50.950', '3:53.416', 'k–2 1000 m', 'GER', 'anne knorr, debora niche', 'BUL', 'berenike faldum, daniela nedeva', 'HUN', 'alíz sarudi, erika medveczky'], ['1:36.339', '1:37.521', '1:37.887', 'k–4 500 m', 'HUN', 'gabriella szabó, danuta kozák, katalin kovács, dalma benedek', 'GER', 'carolin leonhardt, silke hörmann, franziska weber, tina dietze', 'BLR', 'iryna pamialova, nadzeya papok, volha khudzenka, maryna paltaran'], ['2:49.541', '2:50.207', '2:50.951', 'k–1 4x200 m relay', 'GER', 'nicole reinhardt, conny wassmuth, tina dietze, carolin leonhardt', 'RUS', 'natalia lobova, anastasiya sergeeva, natalia proskurina, svetlana kudinova', 'POL', 'marta walczykiewicz, karolina naja, aneta konieczna, ewelina wojnarowska']]",9,10,90," ['event', 'gold', 'silver', 'bronze']",4,36
nu-239,"[['year', 'rider', 'victories', 'bike', 'manufacturers_championship'], ['1994', 'carl fogarty', '11', 'ducati 916', 'ducati'], ['1995', 'carl fogarty', '13', 'ducati 916', 'ducati'], ['1996', 'troy corser', '7', 'ducati 916', 'ducati'], ['1998', 'carl fogarty', '3', 'ducati 916', 'ducati'], ['1999', 'carl fogarty', '11', 'ducati 996', 'ducati'], ['2000', '(colin edwards)', '(7)', '(honda rc51)', 'ducati'], ['2001', 'troy bayliss', '6', 'ducati 996', 'ducati']]",7,5,35, [],0,0
nu-240,"[['route', 'destinations', 'via', 'peak_hours_only', 'former', 'frequency_minutes'], ['1', 'montreal street\\nst. lawrence college', 'downtown', '', 'cataraqui town centre-woods', 30], ['2', 'kingston centre\\ndivision street', 'st. lawrence college\\ndowntown', '', '', 30], ['3', 'kingston centre\\ndowntown', 'queen mary road\\nst. lawrence college\\nking street', '', '', 30], ['4', 'princess street', 'cataraqui town centre\\ndowntown', '', '', 30], ['6', 'cataraqui town centre\\nst. lawrence college', 'gardiners town centre', '', 'downtown', 30], ['7', 'dalton/division\\nmidland/gardiners', 'cataraqui town centre\\ntrain station\\nbus terminal', '', '', 30], ['9', 'downtown\\ncataraqui town centre', 'brock st. / barrie st.\\ngardiners town centre', '', '', 20], ['10', 'amherstview\\ncataraqui town centre', 'collins bay road', '', 'kingston centre', 30], ['11', 'kingston centre\\ncataraqui town centre', 'bath road\\ngardiners town centre', '', '(formerly route 71)', 30], ['12', 'kingston centre\\nhighway 15', 'downtown\\ncfb kingston (off-peak only)', '', '-', 30], ['12a', 'cfb kingston\\ndowntown', '', 'x', '', 30], ['18', 'train station\\nbus terminal', ""downtown\\nqueen's university\\nst. lawrence college"", '', 'student circuit', '*'], ['19', ""montreal street\\nqueen's university"", 'downtown', 'x', '', 30], ['14', 'train station\\ncataraqui town centre / midland avenue', 'waterloo-davis\\nmultiplex', '', '(formerly route a)', 30], ['15', 'reddendale\\ncataraqui town centre - woods', 'gardiners town centre', '', '(formerly route b)', 30], ['16', 'train station\\nbus terminal', 'kingston centre', '', '(formerly route c)', 30]]",16,6,96, ['frequency_minutes'],1,16
nu-241,"[['opponent', 'venue', 'date', 'score_home', 'score_away', 'top_scorer', 'total_points'], ['shell', 'philsports arena', '2001-02-07', 76, 60, '', ''], ['mobiline', 'araneta coliseum', '2001-02-11', 80, 68, '', ''], ['alaska', 'philsports arena', '2001-02-16', 73, 72, 'davonn harp', 20], ['san miguel', 'philsports arena', '2001-02-28', 78, 76, 'lowell briones', 21], ['brgy.ginebra', 'iloilo city', '2001-03-03', 79, 72, '', ''], ['shell', 'philsports arena', '2001-03-09', 65, 58, '', ''], ['sta.lucia', 'philsports arena', '2001-04-04', 87, 84, '', ''], ['mobiline', 'araneta coliseum', '2001-06-10', 97, 92, 'tony lang', 29], ['brgy.ginebra', 'philsports arena', '2001-06-15', 111, 98, '', ''], ['shell', 'araneta coliseum', '2001-06-24', 94, 82, '', ''], ['pop cola', 'araneta coliseum', '2001-07-01', 95, 79, '', ''], ['sta.lucia', 'araneta coliseum', '2001-07-08', 95, 88, '', ''], ['tanduay', 'philsports arena', '2001-07-13', 104, 98, '', ''], ['tanduay', 'philsports arena', '2001-09-23', 108, 93, '', ''], [""talk 'n text"", 'dumaguete city', '2001-09-29', 99, 85, '', ''], ['shell', 'ynares center', '2001-10-14', 68, 62, '', ''], ['sta.lucia', 'cuneta astrodome', '2001-10-19', 101, 94, '', ''], ['brgy.ginebra', 'philsports arena', '2001-10-24', 93, 72, '', ''], ['san miguel', 'araneta coliseum', '2001-11-07', 86, 81, '', '']]",19,7,133," ['date', 'score', 'top_scorer_total_points']",3,57
nu-242,"[['name', 'location', 'date_formed', 'description', 'area_acres', 'area_km2'], ['assateague island', 'maryland, virginia\\n38°05′n 75°13′w\ufeff / \ufeff38.08°n 75.21°w', 'september 21, 1965', 'as a barrier island, assateague island is continually shaped by wind and waves. it is known for its feral horses and is also home to deer, crabs, fox, and migrating snow geese. main vegetation includes american beach grass, saltmarsh cordgrass and sea rocket.', '39726.75', '160.8'], ['canaveral', 'florida\\n28°46′n 80°47′w\ufeff / \ufeff28.77°n 80.78°w', 'january 3, 1975', ""adjacent to the kennedy space center, this barrier island has a variety of recreational activities including hiking, boating, and fishing. the seminole rest features an ancient native american mound, and eldora statehouse shows historic life on the lagoon. florida's longest undeveloped atlantic beach surrounds mosquito lagoon, which is home to dolphins, manatees, and sea turtles, along with a variety of sea grasses."", '57661.69', '233.3'], ['cape cod', 'massachusetts\\n41°57′n 70°00′w\ufeff / \ufeff41.95°n 70.00°w', 'august 7, 1961', 'beyond its nearly 40 miles of beaches, this historic area has marconi station, the three sisters lighthouses, and the former north truro air force station. cranberry bogs, marshes, and hiking trails provide a look into the flora and fauna of cape cod.', '43608.48', '176.5'], ['cape hatteras', 'north carolina\\n35°18′n 75°31′w\ufeff / \ufeff35.30°n 75.51°w', 'january 12, 1953', 'located in the outer banks, cape hatteras is known for its bodie island and cape hatteras lighthouses. popular recreation activities include windsurfing, birdwatching, fishing, shell collecting, and kayaking. constantly changing from ocean activity, this barrier island provides refuge for the endangered piping plover, seabeach amaranth, and sea turtles.', '30350.65', '122.8'], ['cape lookout', 'north carolina\\n34°37′n 76°32′w\ufeff / \ufeff34.61°n 76.54°w', 'march 10, 1966', 'cape lookout national seashore is made up of three islands of the outer banks. it is known for its wild horses and the cape lookout lighthouse. hiking, camping, fishing, and birdwatching are popular recreational activities. it is also home to two historic villages.', '28243.36', '114.3'], ['cumberland island', 'georgia\\n30°50′n 81°27′w\ufeff / \ufeff30.83°n 81.45°w', 'october 23, 1972', ""cumberland island is the site of the plum orchard estate, thomas carnegie's ruined dungeness mansion, and an african baptist church. the museum on the mainland preserves timucua indian history, nathaniel green and eli whitney's works, and war of 1812 battles."", '36415.13', '147.4'], ['fire island', 'new york\\n40°42′n 72°59′w\ufeff / \ufeff40.70°n 72.98°w', 'september 11, 1964', 'fire island, a barrier island south of long island, has the historic william floyd house and fire island lighthouse. the beaches and dunes are complemented by a sunken forest, wetlands, and seventeen communities.', '19579.47', '79.2'], ['gulf islands', 'florida, mississippi\\n30°22′n 86°58′w\ufeff / \ufeff30.36°n 86.97°w', 'january 8, 1971', 'seven main islands have four historic forts built by the spanish, british, and americans that were used for defense in the civil war. apache indians once lived here, including geronimo. there are nature trails for wildlife viewing and long beaches for snorkeling, biking, and other activities.', '137990.97', '558.4'], ['padre island', 'texas\\n27°00′n 97°23′w\ufeff / \ufeff27°n 97.38°w', 'april 6, 1968', ""padre island, the world's longest undeveloped barrier island, is a nesting ground for the kemp's ridley sea turtle and a migratory site for least terns, brown pelicans, and piping plovers. malaquite beach provides a variety of recreational activities, and novillo line camp has the remains of a cattle ranch. the military used part of the island as a bombing range during wwii."", '130434.27', '527.8'], ['point reyes', 'california\\n38°00′n 123°00′w\ufeff / \ufeff38.00°n 123.00°w', 'october 20, 1972', 'historic locations on point reyes peninsula include the point reyes lighthouse and lifeboat station and a recreated coast miwok village. gray whales can be seen as they migrate near the seashore, and tule elk and elephant seals populate the wilderness area.', '71067.78', '287.6']]",10,6,60, ['area'],1,10
nu-254,"[['wrestler_', 'reigns_', 'notes_', 'date', 'year', 'month', 'day', 'place', 'city', 'state'], ['lanny poffo', '1', 'defeated joe banek to become the first champion', '1978-05-10', 1978, 'may', 10, 'san francisco, california', 'san francisco', 'california'], ['randy savage', '1', '', '1979-03-13', 1979, 'march', 13, 'halifax, nova scotia', 'halifax', 'nova scotia'], ['lanny poffo', '2', '', '1979-07-21', 1979, 'july', 21, 'lexington, kentucky', 'lexington', 'kentucky'], ['randy savage', '2', '', '1981-01-01', 1981, 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['lanny poffo', '3', '', '1981-01-01', 1981, 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['randy savage', '3', '', '1982-01-01', 1982, 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['paul christy', '1', '', '1983-11-13', 1983, 'november', 13, 'springfield, illinois', 'springfield', 'illinois'], ['lanny poffo', '4', '', '1984-01-01', 1984, 'january', 1, 'springfield, illinois', 'springfield', 'illinois']]",8,10,80," ['date_', 'place_']",2,16
nu-256,"[['season', 'team', 'country', 'division', 'apps', 'goals'], ['2003', 'shandong luneng', 'china', '1', '4', '0'], ['2004', 'shandong luneng', 'china', '1', '0', '0'], ['2005', 'shandong luneng', 'china', '1', '0', '0'], ['2006', 'chengdu wuniu', 'china', '2', '1', '0'], ['2007', 'shandong luneng', 'china', '1', '0', '0'], ['2008', 'jiangsu sainty', 'china', '2', '24', '0'], ['2009', 'jiangsu sainty', 'china', '1', '15', '0'], ['2010', 'jiangsu sainty', 'china', '1', '17', '0'], ['2011', 'jiangsu sainty', 'china', '1', '9', '0'], ['2012', 'jiangsu sainty', 'china', '1', '0', '0'], ['2013', 'jiangsu sainty', 'china', '1', '11', '0']]",11,6,66, [],0,0
nu-258,"[['place', 'player', 'country', 'score_1', 'score_2', 'score_3', 'score_4', 'to_par', 'money'], ['1', 'corey pavin', 'united states', '72', '69', '71', '68', '280', '350000'], ['2', 'greg norman', 'australia', '68', '67', '74', '73', '282', '207000'], ['3', 'tom lehman', 'united states', '70', '72', '67', '74', '283', '131974'], ['t4', 'bill glasson', 'united states', '69', '70', '76', '69', '284', '66633'], ['t4', 'jay haas', 'united states', '70', '73', '72', '69', '284', '66633'], ['t4', 'neal lancaster', 'united states', '70', '72', '77', '65', '284', '66633'], ['t4', 'davis love iii', 'united states', '72', '68', '73', '71', '284', '66633'], ['t4', 'jeff maggert', 'united states', '69', '72', '77', '66', '284', '66633'], ['t4', 'phil mickelson', 'united states', '68', '70', '72', '74', '284', '66633'], ['t10', 'frank nobilo', 'new zealand', '72', '72', '70', '71', '285', '44184'], ['t10', 'vijay singh', 'fiji', '70', '71', '72', '72', '285', '44184']]",11,9,99," ['score', 'to_par', 'money_']",3,33
nu-260,"[['wrestler_', 'times_', 'notes_', 'date_', 'location_', 'year', 'month', 'day'], ['super delfin', '1', 'beat dick togo for the championship', '2000-01-04', 'tokyo, japan', 2000, 'january', 4], ['takehiro murahama', '1', '', '2000-05-07', 'tokyo, japan', 2000, 'may', 7], ['super delfin', '2', '', '2000-06-18', 'osaka, japan', 2000, 'june', 18], ['gamma', '1', '', '2001-06-24', 'osaka, japan', 2001, 'june', 24], ['super delfin', '3', '', '2002-01-03', 'osaka, japan', 2002, 'january', 3], ['takehiro murahama', '2', '', '2003-07-06', 'osaka, japan', 2003, 'july', 6], ['daio quallt', '1', '', '2004-04-17', 'osaka, japan', 2004, 'april', 17], ['billyken kid', '1', '', '2004-08-08', 'osaka, japan', 2004, 'august', 8], ['“big boss” ma-g-ma', '1', '', '2004-10-02', 'osaka, japan', 2004, 'october', 2], ['super dolphin', '1', '', '2005-02-13', 'osaka, japan', 2005, 'february', 13], ['super delfin', '4', '', '2006-02-26', 'osaka, japan', 2006, 'february', 26], ['billyken kid', '2', '', '2006-08-26', 'osaka, japan', 2006, 'august', 26], ['tigers mask', '1', '', '2007-02-12', 'osaka, japan', 2007, 'february', 12], ['hideyoshi', '1', '', '2008-07-26', 'osaka, japan', 2008, 'july', 26], ['billyken kid', '3', '', '2009-02-15', 'osaka, japan', 2009, 'february', 15], ['dick togo', '1', '', '2009-07-25', 'osaka, japan', 2009, 'july', 25], ['billyken kid', '4', '', '2010-02-11', 'osaka, japan', 2010, 'february', 11], ['cima', '1', '', '2010-06-18', 'osaka, japan', 2010, 'june', 18], ['tigers mask', '2', '', '2010-07-29', 'osaka, japan', 2010, 'july', 29], ['asian cougar / kuuga', '1', 'asian cougar renamed himself kuuga during his reign.', '2010-08-28', 'osaka, japan', 2010, 'august', 28], ['tigers mask', '3', '', '2011-04-29', 'osaka, japan', 2011, 'april', 29], ['billyken kid', '5', '', '2011-08-14', 'osaka, japan', 2011, 'august', 14], ['daisuke harada', '1', '', '2012-02-26', 'osaka, japan', 2012, 'february', 26], ['black buffalo', '1', '', '2012-03-25', 'osaka, japan', 2012, 'march', 25], ['daisuke harada', '2', '', '2012-07-22', 'osaka, japan', 2012, 'july', 22], ['vacated', 'n/a', 'title vacated, after harada announced that he was not re-signing with osaka pro after his contract ran out on april 29, 2013.', '2013-03-30', 'osaka, japan', 2013, 'march', 30], ['tigers mask', '4', 'defeated billyken kid in the finals of a four-man tournament to win the vacant title.', '2013-05-19', 'osaka, japan', 2013, 'may', 19], ['quiet storm', '1', '', '2013-07-21', 'osaka, japan', 2013, 'july', 21], ['zeus', '1', '', '2014-01-19', 'osaka, japan', 2014, 'january', 19]]",29,8,232," ['date_', 'location_']",2,58
